file,class,type,cbo,cboModified,fanin,fanout,wmc,dit,noc,rfc,lcom,lcom*,tcc,lcc,totalMethodsQty,staticMethodsQty,publicMethodsQty,privateMethodsQty,protectedMethodsQty,defaultMethodsQty,visibleMethodsQty,abstractMethodsQty,finalMethodsQty,synchronizedMethodsQty,totalFieldsQty,staticFieldsQty,publicFieldsQty,privateFieldsQty,protectedFieldsQty,defaultFieldsQty,finalFieldsQty,synchronizedFieldsQty,nosi,loc,returnQty,loopQty,comparisonsQty,tryCatchQty,parenthesizedExpsQty,stringLiteralsQty,numbersQty,assignmentsQty,mathOperationsQty,variablesQty,maxNestedBlocksQty,anonymousClassesQty,innerClassesQty,lambdasQty,uniqueWordsQty,modifiers,logStatementsQty
C:\Users\lucas\OneDrive\Documentos\Lucas\GitHub\Lab-Experiment-2\Repo-Testados\repo_228\core\java\android\hardware\SensorManager.java,android.hardware.SensorManager,class,20,28,8,20,145,1,3,40,1550,0.98947364,0.0,0.0,57,10,38,3,15,1,54,15,0,0,65,63,61,3,1,0,64,0,26,581,44,8,52,0,29,10,384,313,151,153,5,0,1,0,900,1025,0
C:\Users\lucas\OneDrive\Documentos\Lucas\GitHub\Lab-Experiment-2\Repo-Testados\repo_228\core\java\android\widget\DayPickerViewPager.java,android.widget.DayPickerViewPager,class,9,9,0,9,26,2,0,37,15,0.8333333,0.0,0.0,6,0,4,0,2,0,6,0,0,0,1,0,0,1,0,0,1,0,6,95,4,3,14,0,0,0,10,34,7,22,4,0,0,0,96,0,0
C:\Users\lucas\OneDrive\Documentos\Lucas\GitHub\Lab-Experiment-2\Repo-Testados\repo_228\core\java\android\content\pm\PackageInstaller.java,android.content.pm.PackageInstaller$SessionCallbackDelegate,innerclass,2,2,0,2,6,2,0,3,0,0.71428573,0.0,0.0,6,0,5,0,0,1,6,0,0,0,7,5,0,5,0,2,7,0,0,28,0,0,0,0,0,0,5,7,0,7,0,0,0,0,37,8,0
C:\Users\lucas\OneDrive\Documentos\Lucas\GitHub\Lab-Experiment-2\Repo-Testados\repo_228\apct-tests\perftests\core\src\android\libcore\varhandles\VarHandleGetFieldLittleEndianStringPerfTest.java,android.libcore.varhandles.VarHandleGetFieldLittleEndianStringPerfTest,class,8,8,0,8,5,1,0,6,0,0.5833334,0.0,0.0,3,0,3,0,0,0,3,0,0,0,4,1,1,0,0,3,1,0,1,23,0,1,1,0,0,3,0,8,1,7,1,0,0,0,35,1,0
C:\Users\lucas\OneDrive\Documentos\Lucas\GitHub\Lab-Experiment-2\Repo-Testados\repo_228\packages\SystemUI\src\com\android\systemui\keyboard\KeyboardUI.java,com.android.systemui.keyboard.KeyboardUI$KeyboardHandler,innerclass,7,7,0,7,14,2,0,11,1,0.0,0.0,0.0,2,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,71,0,0,1,0,0,0,1,9,0,8,2,0,0,0,48,18,0
C:\Users\lucas\OneDrive\Documentos\Lucas\GitHub\Lab-Experiment-2\Repo-Testados\repo_228\core\java\android\os\UserBatteryConsumer.java,android.os.UserBatteryConsumer$Builder,innerclass,5,5,0,5,6,2,0,5,1,0.33333334,0.0,0.0,3,0,2,0,0,1,3,0,0,0,1,0,0,1,0,0,0,0,0,22,1,1,2,0,0,0,2,3,1,3,2,0,0,0,46,25,0
C:\Users\lucas\OneDrive\Documentos\Lucas\GitHub\Lab-Experiment-2\Repo-Testados\repo_228\libs\WindowManager\Shell\tests\unittest\src\com\android\wm\shell\recents\RecentsTransitionHandlerTest.java,com.android.wm.shell.recents.RecentsTransitionHandlerTest,class,50,51,1,50,14,2,0,48,0,0.857143,0.0,0.0,14,0,11,3,0,0,11,0,0,0,19,1,1,18,0,0,1,0,3,141,3,0,0,0,0,4,0,30,0,40,0,0,1,1,116,1,0
C:\Users\lucas\OneDrive\Documentos\Lucas\GitHub\Lab-Experiment-2\Repo-Testados\repo_228\packages\SystemUI\accessibility\accessibilitymenu\src\com\android\systemui\accessibility\accessibilitymenu\activity\A11yMenuSettingsActivity.java,com.android.systemui.accessibility.accessibilitymenu.activity.A11yMenuSettingsActivity$A11yMenuPreferenceFragment,innerclass,10,10,0,10,7,2,0,25,6,0.0,0.0,0.0,4,1,3,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,39,3,0,2,0,0,0,3,5,0,5,2,1,0,0,56,9,0
C:\Users\lucas\OneDrive\Documentos\Lucas\GitHub\Lab-Experiment-2\Repo-Testados\repo_228\core\java\android\view\ViewRootImpl.java,android.view.ViewRootImpl$SyntheticJoystickHandler,innerclass,9,9,0,9,13,2,0,23,6,0.65,0.0,0.0,5,0,3,2,0,0,3,0,0,0,4,2,0,4,0,0,4,0,3,166,0,2,1,0,0,1,10,13,2,13,2,0,1,0,89,16,0
C:\Users\lucas\OneDrive\Documentos\Lucas\GitHub\Lab-Experiment-2\Repo-Testados\repo_228\core\java\android\app\smartspace\uitemplatedata\SubListTemplateData.java,android.app.smartspace.uitemplatedata.SubListTemplateData$Anonymous1,anonymous,2,2,0,2,2,1,0,0,1,0.0,0.0,0.0,2,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,8,2,0,0,0,0,0,0,0,0,0,0,0,0,0,11,-1,0
C:\Users\lucas\OneDrive\Documentos\Lucas\GitHub\Lab-Experiment-2\Repo-Testados\repo_228\services\tests\mockingservicestests\src\com\android\server\power\FaceDownDetectorTest.java,com.android.server.power.FaceDownDetectorTest,class,15,16,1,15,25,1,0,40,0,0.67105263,0.0,0.0,19,0,11,8,0,0,11,0,0,0,8,1,2,6,0,0,2,0,4,158,2,4,1,0,0,3,56,23,1,19,1,0,0,0,108,1,0
C:\Users\lucas\OneDrive\Documentos\Lucas\GitHub\Lab-Experiment-2\Repo-Testados\repo_228\tests\graphics\HwAccelerationTest\src\com\android\test\hwui\Lines2Activity.java,com.android.test.hwui.Lines2Activity,class,7,7,0,7,2,3,0,7,1,1.0,0.0,0.0,2,0,0,0,2,0,2,0,0,0,1,0,0,1,0,0,0,0,0,194,0,0,0,0,0,1,5,5,0,6,0,0,1,0,28,1,0
C:\Users\lucas\OneDrive\Documentos\Lucas\GitHub\Lab-Experiment-2\Repo-Testados\repo_228\services\core\java\com\android\server\pm\PackageManagerServiceInjector.java,com.android.server.pm.PackageManagerServiceInjector$ProducerWithArgument,interface,4,4,0,4,1,1,0,0,0,0.0,NaN,NaN,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0
C:\Users\lucas\OneDrive\Documentos\Lucas\GitHub\Lab-Experiment-2\Repo-Testados\repo_228\tests\Camera2Tests\SmartCamera\SimpleCamera\src\androidx\media\filterfw\GraphReader.java,androidx.media.filterfw.GraphReader$CommandStack,innerclass,4,4,0,4,7,1,0,2,7,0.6666667,0.0,0.0,6,0,5,0,1,0,6,0,0,0,4,0,0,4,0,0,0,0,0,28,3,1,0,0,0,0,0,4,0,4,1,0,0,0,14,10,0
C:\Users\lucas\OneDrive\Documentos\Lucas\GitHub\Lab-Experiment-2\Repo-Testados\repo_228\core\java\android\util\jar\StrictJarFile.java,android.util.jar.StrictJarFile$JarFileInputStream,innerclass,2,2,0,2,15,3,0,7,0,0.4,0.0,0.0,5,0,4,0,0,1,5,0,0,0,3,0,0,3,0,0,1,0,0,73,9,0,4,0,0,0,13,14,0,6,3,0,0,0,22,24,0
C:\Users\lucas\OneDrive\Documentos\Lucas\GitHub\Lab-Experiment-2\Repo-Testados\repo_228\services\core\java\com\android\server\display\BrightnessMappingStrategy.java,com.android.server.display.BrightnessMappingStrategy$PhysicalMappingStrategy,innerclass,14,14,0,14,67,2,0,46,109,0.8465609,0.0,0.0,27,0,17,6,0,4,21,0,0,0,21,2,0,21,0,0,9,0,18,332,28,4,17,0,3,61,28,101,26,70,3,0,0,0,192,8,0
C:\Users\lucas\OneDrive\Documentos\Lucas\GitHub\Lab-Experiment-2\Repo-Testados\repo_228\services\core\java\com\android\server\hdmi\HdmiControlService.java,com.android.server.hdmi.HdmiControlService$SendMessageCallback,interface,0,0,0,0,1,1,0,0,0,0.0,NaN,NaN,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0
C:\Users\lucas\OneDrive\Documentos\Lucas\GitHub\Lab-Experiment-2\Repo-Testados\repo_228\services\core\java\com\android\server\connectivity\NetdEventListenerService.java,com.android.server.connectivity.NetdEventListenerService$NetworkMetricsSnapshot,innerclass,4,4,0,4,5,1,0,8,0,0.0,0.0,0.0,2,1,1,0,0,1,2,0,0,0,2,0,2,0,0,0,0,0,1,22,2,2,1,0,0,2,1,6,0,6,2,0,0,0,23,8,0
C:\Users\lucas\OneDrive\Documentos\Lucas\GitHub\Lab-Experiment-2\Repo-Testados\repo_228\core\java\android\content\ReceiverCallNotAllowedException.java,android.content.ReceiverCallNotAllowedException,class,1,1,0,1,1,2,0,0,0,0.0,NaN,NaN,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,1,0
C:\Users\lucas\OneDrive\Documentos\Lucas\GitHub\Lab-Experiment-2\Repo-Testados\repo_228\media\java\android\media\MediaPlayer.java,android.media.MediaPlayer$OnSubtitleDataListener,interface,3,3,0,3,1,1,0,0,0,0.0,NaN,NaN,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,1,0
C:\Users\lucas\OneDrive\Documentos\Lucas\GitHub\Lab-Experiment-2\Repo-Testados\repo_228\services\core\java\com\android\server\display\brightness\clamper\HdrBrightnessModifier.java,com.android.server.display.brightness.clamper.HdrBrightnessModifier,class,22,25,3,22,60,1,0,37,48,0.8152175,0.0,0.0,20,0,7,11,0,2,9,0,0,0,23,2,0,22,0,1,9,0,2,281,18,1,26,0,3,14,4,70,16,36,2,2,2,2,117,1,0
C:\Users\lucas\OneDrive\Documentos\Lucas\GitHub\Lab-Experiment-2\Repo-Testados\repo_228\packages\SystemUI\src\com\android\keyguard\CarrierText.java,com.android.keyguard.CarrierText$CarrierTextTransformationMethod,innerclass,3,3,0,3,4,2,0,5,0,0.0,0.0,0.0,2,0,2,0,0,0,2,0,0,0,2,0,0,2,0,0,2,0,0,15,1,0,1,0,0,0,0,4,0,2,1,0,0,0,19,10,0
C:\Users\lucas\OneDrive\Documentos\Lucas\GitHub\Lab-Experiment-2\Repo-Testados\repo_228\services\autofill\java\com\android\server\autofill\RemoteFillService.java,com.android.server.autofill.RemoteFillService,class,30,34,4,30,44,4,0,36,89,0.83333343,0.0,0.0,18,0,10,4,2,2,14,0,0,0,12,3,0,12,0,0,7,0,0,341,16,0,7,2,1,16,3,31,8,38,3,4,4,14,164,16,0
C:\Users\lucas\OneDrive\Documentos\Lucas\GitHub\Lab-Experiment-2\Repo-Testados\repo_228\services\core\java\com\android\server\locksettings\RebootEscrowProviderInterface.java,com.android.server.locksettings.RebootEscrowProviderInterface,interface,3,8,5,3,5,1,0,0,10,1.0,0.0,0.0,5,0,0,0,0,5,5,0,0,0,2,0,0,0,0,2,0,0,0,10,0,0,0,0,0,1,2,2,0,2,0,0,0,0,81,1,0
C:\Users\lucas\OneDrive\Documentos\Lucas\GitHub\Lab-Experiment-2\Repo-Testados\repo_228\services\tests\servicestests\src\com\android\server\people\data\DataManagerTest.java,com.android.server.people.data.DataManagerTest$TestContactsQueryHelper,innerclass,5,5,0,5,6,2,0,1,9,0.6666667,0.0,0.0,6,0,0,0,0,6,6,0,0,0,3,0,0,3,0,0,0,0,0,26,5,0,0,0,0,0,0,3,0,3,0,0,0,0,36,2,0
C:\Users\lucas\OneDrive\Documentos\Lucas\GitHub\Lab-Experiment-2\Repo-Testados\repo_228\core\java\com\android\internal\app\procstats\AssociationState.java,com.android.internal.app.procstats.AssociationState$SourceDumpContainer,innerclass,1,1,0,1,1,1,0,0,0,0.6666667,NaN,NaN,1,0,1,0,0,0,1,0,0,0,3,0,3,0,0,0,1,0,0,8,0,0,0,0,0,0,0,1,0,3,0,0,0,0,9,24,0
C:\Users\lucas\OneDrive\Documentos\Lucas\GitHub\Lab-Experiment-2\Repo-Testados\repo_228\services\tests\timetests\src\com\android\server\timedetector\TimeDetectorStrategyImplTest.java,com.android.server.timedetector.TimeDetectorStrategyImplTest,class,28,30,2,28,65,1,0,105,0,0.8486328,0.0,0.0,64,2,60,4,0,0,60,0,0,0,16,12,1,15,0,0,13,0,25,1004,2,0,0,0,1,13,126,360,25,359,1,0,2,0,262,1,0
C:\Users\lucas\OneDrive\Documentos\Lucas\GitHub\Lab-Experiment-2\Repo-Testados\repo_228\services\core\java\com\android\server\camera\CameraServiceProxy.java,com.android.server.camera.CameraServiceProxy$CameraUsageEvent,innerclass,7,7,0,7,24,1,0,31,0,0.4347826,0.0,0.0,4,0,3,0,0,1,4,0,0,0,23,0,21,2,0,0,10,0,4,148,2,1,2,0,0,51,10,69,10,36,3,0,0,0,140,10,0
C:\Users\lucas\OneDrive\Documentos\Lucas\GitHub\Lab-Experiment-2\Repo-Testados\repo_228\core\java\android\util\EventLogTags.java,android.util.EventLogTags,class,1,1,0,1,4,1,0,0,6,0.0,0.0,0.0,4,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,20,2,0,0,0,0,0,0,0,0,0,0,0,1,0,18,1,0
C:\Users\lucas\OneDrive\Documentos\Lucas\GitHub\Lab-Experiment-2\Repo-Testados\repo_228\packages\SystemUI\src\com\android\systemui\usb\StorageNotification.java,com.android.systemui.usb.StorageNotification$Anonymous1,anonymous,4,4,0,4,7,1,0,7,10,0.0,0.0,0.0,5,0,5,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,1,0,0,0,0,1,0,1,1,0,0,0,20,-1,0
C:\Users\lucas\OneDrive\Documentos\Lucas\GitHub\Lab-Experiment-2\Repo-Testados\repo_228\packages\SystemUI\src\com\android\systemui\usb\StorageNotification.java,com.android.systemui.usb.StorageNotification$Anonymous3,anonymous,2,2,0,2,1,1,0,1,0,0.0,NaN,NaN,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,-1,0
C:\Users\lucas\OneDrive\Documentos\Lucas\GitHub\Lab-Experiment-2\Repo-Testados\repo_228\packages\SystemUI\src\com\android\systemui\usb\StorageNotification.java,com.android.systemui.usb.StorageNotification$Anonymous2,anonymous,2,2,0,2,1,1,0,2,0,0.0,NaN,NaN,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,1,0,1,0,0,0,0,7,-1,0
C:\Users\lucas\OneDrive\Documentos\Lucas\GitHub\Lab-Experiment-2\Repo-Testados\repo_228\packages\SystemUI\src\com\android\systemui\usb\StorageNotification.java,com.android.systemui.usb.StorageNotification$Anonymous4,anonymous,3,3,0,3,5,1,0,7,1,0.0,0.0,0.0,2,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,26,1,0,2,0,0,1,0,7,1,2,1,0,0,0,17,-1,0
C:\Users\lucas\OneDrive\Documentos\Lucas\GitHub\Lab-Experiment-2\Repo-Testados\repo_228\services\core\java\com\android\server\locksettings\recoverablekeystore\TestOnlyInsecureCertificateHelper.java,com.android.server.locksettings.recoverablekeystore.TestOnlyInsecureCertificateHelper,class,6,13,7,6,23,1,0,17,26,0.75,0.0,0.0,8,0,8,0,0,0,8,0,0,0,1,1,0,1,0,0,1,0,0,69,14,2,8,0,0,5,5,8,2,6,2,0,0,0,83,1,0
C:\Users\lucas\OneDrive\Documentos\Lucas\GitHub\Lab-Experiment-2\Repo-Testados\repo_228\services\tests\servicestests\src\com\android\server\accessibility\a11ychecker\AccessibilityCheckerManagerTest.java,com.android.server.accessibility.a11ychecker.AccessibilityCheckerManagerTest,class,20,21,1,20,9,1,0,27,0,0.5555556,0.0,0.0,9,0,8,1,0,0,8,0,0,0,2,0,1,1,0,0,1,0,14,48,1,0,0,0,0,8,10,15,0,16,0,0,0,1,84,1,0
C:\Users\lucas\OneDrive\Documentos\Lucas\GitHub\Lab-Experiment-2\Repo-Testados\repo_228\core\java\android\hardware\location\ActivityRecognitionEvent.java,android.hardware.location.ActivityRecognitionEvent,class,5,10,5,5,7,1,0,4,0,0.53571427,0.0,0.0,7,0,7,0,0,0,7,0,0,0,4,1,1,3,0,0,4,0,1,42,5,0,0,0,0,1,1,4,0,4,0,1,0,0,29,1,0
C:\Users\lucas\OneDrive\Documentos\Lucas\GitHub\Lab-Experiment-2\Repo-Testados\repo_228\keystore\java\android\security\AppUriAuthenticationPolicy.java,android.security.AppUriAuthenticationPolicy,class,10,15,5,10,21,1,0,24,0,0.675,0.0,0.0,10,1,9,1,0,0,9,0,0,0,4,3,1,3,0,0,4,0,3,105,9,4,5,0,3,4,1,12,2,12,2,1,1,0,108,17,0
C:\Users\lucas\OneDrive\Documentos\Lucas\GitHub\Lab-Experiment-2\Repo-Testados\repo_228\packages\SystemUI\src\com\android\systemui\assist\AssistManager.java,com.android.systemui.assist.AssistManager$UiController,interface,0,0,0,0,3,1,0,0,3,0.0,0.0,0.0,3,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61,1,0
C:\Users\lucas\OneDrive\Documentos\Lucas\GitHub\Lab-Experiment-2\Repo-Testados\repo_228\media\java\android\media\metrics\PlaybackErrorEvent.java,android.media.metrics.PlaybackErrorEvent,class,10,14,4,10,22,2,0,14,0,0.94105697,0.0,0.0,12,0,10,2,0,0,10,0,0,0,41,37,37,4,0,0,41,0,2,152,11,0,9,0,1,10,42,56,2,49,1,1,1,0,188,17,0
C:\Users\lucas\OneDrive\Documentos\Lucas\GitHub\Lab-Experiment-2\Repo-Testados\repo_228\core\tests\coretests\src\android\view\ViewTransientStateTest.java,android.view.ViewTransientStateTest,class,6,6,0,6,6,2,0,6,0,0.16666667,0.0,0.0,6,0,6,0,0,0,6,0,0,0,3,0,0,0,0,3,0,0,0,51,0,0,0,0,0,1,0,4,0,4,0,0,0,0,26,1,0
C:\Users\lucas\OneDrive\Documentos\Lucas\GitHub\Lab-Experiment-2\Repo-Testados\repo_228\ravenwood\junit-impl-src\android\platform\test\ravenwood\RavenwoodRunnerState.java,android.platform.test.ravenwood.RavenwoodRunnerState$RavenwoodPropertyState,innerclass,3,3,0,3,5,1,0,11,0,0.33333334,0.0,0.0,3,0,0,0,0,3,3,0,0,0,3,0,0,0,0,3,3,0,3,24,1,0,1,0,0,0,0,3,0,5,2,0,0,2,18,8,0
C:\Users\lucas\OneDrive\Documentos\Lucas\GitHub\Lab-Experiment-2\Repo-Testados\repo_228\packages\SystemUI\src\com\android\systemui\statusbar\GestureRecorder.java,com.android.systemui.statusbar.GestureRecorder$Anonymous1,anonymous,2,2,0,2,2,1,0,1,0,0.0,NaN,NaN,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,1,0,0,0,0,0,0,0,1,0,0,0,11,-1,0
C:\Users\lucas\OneDrive\Documentos\Lucas\GitHub\Lab-Experiment-2\Repo-Testados\repo_228\libs\WindowManager\Shell\tests\unittest\src\com\android\wm\shell\bubbles\animation\PhysicsAnimationLayoutTestCase.java,com.android.wm.shell.bubbles.animation.PhysicsAnimationLayoutTestCase$TestablePhysicsAnimationLayout$TestablePhysicsPropertyAnimator,innerclass,3,3,0,3,4,2,0,3,3,0.0,0.0,0.0,3,0,1,0,2,0,3,0,0,0,0,0,0,0,0,0,0,0,0,14,1,0,1,0,0,0,1,0,0,0,1,0,0,1,22,4,0
C:\Users\lucas\OneDrive\Documentos\Lucas\GitHub\Lab-Experiment-2\Repo-Testados\repo_228\services\core\java\com\android\server\display\layout\Layout.java,com.android.server.display.layout.Layout,class,7,10,3,7,39,1,0,24,0,0.7307692,0.0,0.0,13,0,12,1,0,0,12,0,0,0,4,3,2,2,0,0,4,0,0,210,16,4,11,0,1,16,5,20,6,18,2,0,1,0,159,1,0
C:\Users\lucas\OneDrive\Documentos\Lucas\GitHub\Lab-Experiment-2\Repo-Testados\repo_228\services\tests\wmtests\src\com\android\server\wm\SurfaceAnimatorTest.java,com.android.server.wm.SurfaceAnimatorTest,class,20,21,1,20,14,3,0,31,0,0.54761904,0.0,0.0,14,0,11,3,0,0,11,0,0,0,6,0,0,3,0,3,0,0,0,237,1,0,0,0,0,0,0,19,0,18,0,0,3,0,81,1,0
C:\Users\lucas\OneDrive\Documentos\Lucas\GitHub\Lab-Experiment-2\Repo-Testados\repo_228\core\java\android\view\inputmethod\InlineSuggestionInfo.java,android.view.inputmethod.InlineSuggestionInfo,class,15,17,2,15,38,1,0,16,14,0.6875,0.0,0.0,16,2,14,1,0,1,15,0,0,0,11,5,5,6,0,0,11,0,20,124,14,0,11,0,11,51,19,36,18,21,1,1,0,0,125,17,0
C:\Users\lucas\OneDrive\Documentos\Lucas\GitHub\Lab-Experiment-2\Repo-Testados\repo_228\core\java\android\view\NotificationHeaderView.java,android.view.NotificationHeaderView$HeaderTouchListener,innerclass,8,8,0,8,21,1,0,32,7,0.7346939,0.0,0.0,7,0,3,4,0,0,3,0,0,0,7,0,0,7,0,0,1,0,5,99,8,1,1,0,7,0,9,33,21,21,3,0,0,0,64,1,0
C:\Users\lucas\OneDrive\Documentos\Lucas\GitHub\Lab-Experiment-2\Repo-Testados\repo_228\core\java\android\hardware\radio\RadioManager.java,android.hardware.radio.RadioManager$AmBandDescriptor,innerclass,7,7,0,7,15,2,0,7,0,0.5,0.0,0.0,8,0,7,1,0,0,7,0,0,0,2,1,1,1,0,0,2,0,0,47,9,0,3,0,3,3,7,7,3,5,1,1,0,0,36,9,0
C:\Users\lucas\OneDrive\Documentos\Lucas\GitHub\Lab-Experiment-2\Repo-Testados\repo_228\services\core\java\com\android\server\security\rkp\RemoteProvisioningRegistration.java,com.android.server.security.rkp.RemoteProvisioningRegistration$GetKeyReceiver,innerclass,7,7,0,7,5,1,0,12,0,0.0,0.0,0.0,3,0,2,0,0,1,3,0,0,0,1,0,0,0,0,1,0,0,0,30,0,0,0,0,0,6,0,5,4,3,1,0,0,3,29,2,0
C:\Users\lucas\OneDrive\Documentos\Lucas\GitHub\Lab-Experiment-2\Repo-Testados\repo_228\core\tests\benchmarks\src\android\os\FileUtilsBenchmark.java,android.os.FileUtilsBenchmark,class,3,3,0,3,13,1,0,9,0,0.42857143,0.0,0.0,7,0,6,0,1,0,7,0,0,0,4,0,0,4,0,0,0,0,0,56,0,6,0,7,0,5,6,22,0,23,2,0,0,0,33,1,0
C:\Users\lucas\OneDrive\Documentos\Lucas\GitHub\Lab-Experiment-2\Repo-Testados\repo_228\core\java\android\net\NetworkPolicy.java,android.net.NetworkPolicy,class,15,18,3,15,64,1,0,48,0,0.7608695,0.0,0.0,22,4,19,3,0,0,19,0,0,0,23,14,14,9,0,0,14,0,11,231,23,0,23,1,1,17,28,70,4,47,2,1,0,0,147,1,0
C:\Users\lucas\OneDrive\Documentos\Lucas\GitHub\Lab-Experiment-2\Repo-Testados\repo_228\core\tests\coretests\src\android\widget\scroll\RequestRectangleVisible.java,android.widget.scroll.RequestRectangleVisible,class,5,6,1,5,2,2,0,8,0,0.0,NaN,NaN,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,44,0,1,0,0,0,2,2,7,3,7,1,4,0,0,56,1,0
C:\Users\lucas\OneDrive\Documentos\Lucas\GitHub\Lab-Experiment-2\Repo-Testados\repo_228\services\core\java\com\android\server\utils\TimingsTraceAndSlog.java,com.android.server.utils.TimingsTraceAndSlog,class,4,9,5,4,10,2,0,4,8,0.75,0.0,0.0,8,1,8,0,0,0,8,0,0,0,4,3,1,3,0,0,4,0,0,36,2,0,0,0,0,7,2,5,3,4,1,0,0,0,73,17,0
C:\Users\lucas\OneDrive\Documentos\Lucas\GitHub\Lab-Experiment-2\Repo-Testados\repo_228\core\java\android\accessibilityservice\GestureDescription.java,android.accessibilityservice.GestureDescription$TouchPoint$Anonymous1,anonymous,1,1,0,1,2,1,0,0,1,0.0,0.0,0.0,2,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,8,2,0,0,0,0,0,0,0,0,0,0,0,0,0,9,-1,0
C:\Users\lucas\OneDrive\Documentos\Lucas\GitHub\Lab-Experiment-2\Repo-Testados\repo_228\core\java\android\telephony\TelephonyCallback.java,android.telephony.TelephonyCallback$ActiveDataSubscriptionIdListener,interface,1,1,0,1,1,1,0,0,0,0.0,NaN,NaN,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57,1,0
C:\Users\lucas\OneDrive\Documentos\Lucas\GitHub\Lab-Experiment-2\Repo-Testados\repo_228\core\tests\coretests\src\android\os\HandlerTester.java,android.os.HandlerTester,class,4,12,8,4,11,3,2,8,28,0.875,0.0,0.0,8,0,7,1,0,0,7,2,0,0,3,0,0,3,0,0,0,0,0,54,0,0,0,1,0,2,0,7,0,3,2,0,1,0,27,1025,0
C:\Users\lucas\OneDrive\Documentos\Lucas\GitHub\Lab-Experiment-2\Repo-Testados\repo_228\core\java\android\view\TextureView.java,android.view.TextureView$SurfaceTextureListener,interface,2,2,0,2,4,1,0,0,6,0.0,0.0,0.0,4,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,1,0
C:\Users\lucas\OneDrive\Documentos\Lucas\GitHub\Lab-Experiment-2\Repo-Testados\repo_228\services\usb\java\com\android\server\usb\descriptors\Usb20ACInputTerminal.java,com.android.server.usb.descriptors.Usb20ACInputTerminal,class,5,7,2,5,8,4,0,12,18,0.8035714,0.0,0.0,8,0,8,0,0,0,8,0,0,0,7,1,0,7,0,0,1,0,1,44,6,0,0,0,0,4,0,7,2,7,0,0,0,0,42,17,0
C:\Users\lucas\OneDrive\Documentos\Lucas\GitHub\Lab-Experiment-2\Repo-Testados\repo_228\core\java\android\security\keymaster\KeymasterBlobArgument.java,android.security.keymaster.KeymasterBlobArgument,class,5,7,2,5,5,2,0,3,0,0.0,0.0,0.0,3,0,3,0,0,0,3,0,0,0,1,0,1,0,0,0,1,0,1,21,0,0,0,0,0,1,3,2,1,1,1,0,0,0,15,0,0
C:\Users\lucas\OneDrive\Documentos\Lucas\GitHub\Lab-Experiment-2\Repo-Testados\repo_228\services\core\java\com\android\server\wm\WindowTracingDataSource.java,com.android.server.wm.WindowTracingDataSource,class,14,16,2,14,22,3,0,14,2,0.65000004,0.0,0.0,5,0,3,2,0,0,3,0,0,0,4,3,0,4,0,0,4,0,0,141,6,2,5,3,0,10,1,22,1,12,3,1,3,0,69,17,0
C:\Users\lucas\OneDrive\Documentos\Lucas\GitHub\Lab-Experiment-2\Repo-Testados\repo_228\services\tests\wmtests\src\com\android\server\wm\AppCompatAspectRatioOverridesTest.java,com.android.server.wm.AppCompatAspectRatioOverridesTest,class,18,19,1,18,26,3,0,32,325,1.0,0.0,0.0,26,0,25,0,0,1,26,0,0,0,1,0,1,0,0,0,0,0,0,316,0,0,0,0,0,0,6,2,0,34,2,0,1,32,90,1,0
